feature,dtype_train,dtype_test,n_train_rows,n_test_rows,n_train_nonnull,n_test_nonnull,train_nonnull_rate,test_nonnull_rate,train_missing_rate,test_missing_rate,train_nunique,test_nunique,train_is_constant,test_is_constant,train_zero_rate,test_zero_rate,train_mean,test_mean,train_std,test_std,train_min,test_min,train_max,test_max,mean_shift_sigma,abs_mean_shift_sigma,median_shift_iqr,abs_median_shift_iqr,std_ratio_test_over_train,iqr_ratio_test_over_train,ks_stat,ks_pvalue,wasserstein,psi,drift_flag,drift_reasons,drift_score,train_q01,test_q01,train_q05,test_q05,train_q25,test_q25,train_q50,test_q50,train_q75,test_q75,train_q95,test_q95,train_q99,test_q99,similarity_score
t46_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,18.0,54.0,False,False,0.978,0.9765,0.005672731333522086,0.004561738225359487,0.04407040083353772,0.03570386272458879,0.0,0.0,0.475614712250357,0.5,-0.025209507676905902,0.025209507676905902,0.0,0.0,0.8101551619337185,0.0,0.0056,1.0,0.0013040850450818334,0.008697499219969058,False,,0.03950700689687496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27514138950683653,0.17505858301588106,0.9619944775410308
t15_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.785,0.7984,0.238,0.226,0.47915090064152605,0.4772282207471261,0.0,0.0,3.0,3.0,-0.02504430229372076,0.02504430229372076,0.0,0.0,0.9959873186237954,0.0,0.0134,0.996238538871284,0.014799999999999924,0.0010891318885469532,False,,0.039533434182267714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9619700214708669
t3_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.782,0.7965,0.238,0.2265,0.47284202391452007,0.47288488240924037,0.0,0.0,3.0,3.0,-0.024321019322205213,0.024321019322205213,0.0,0.0,1.0000906401959906,0.0,0.0145,0.9898586054247624,0.01749999999999996,0.0012644209773128557,False,,0.04008544029951807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9614594736678801
t11_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,70.0,271.0,False,False,0.807,0.7926,0.04130858723684946,0.0434298890168528,0.10952821087545689,0.10980367879277032,0.0,0.0,0.7408182206817179,1.1427333857580448,0.019367629243903953,0.019367629243903953,0.0,0.0,1.00251504077451,0.0,0.0208,0.8199441510916472,0.0037250971667453815,1.626657343629277e-05,False,,0.04018389581734025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30496213821478957,0.3032653298563167,0.5,0.4918141993574488,0.9613684695764636
t5_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,70.0,292.0,False,False,0.786,0.789,0.04230663505083166,0.04507937782077013,0.10394262402799892,0.11208466366968971,0.0,0.0,0.7140746741084675,0.9351149481223098,0.02667570494626826,0.02667570494626826,0.0,0.0,1.078332057870881,0.0,0.0146,0.9890275897282012,0.003131328564985077,4.481634948141639e-05,False,,0.041320521295749674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884749051902433,0.31881407581088667,0.475614712250357,0.5,0.9603191136151498
t31_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.004,0.0034,45.754,45.4381,11.192978458246346,11.61135008235793,0.0,0.0,50.0,50.0,-0.028223050833018796,0.028223050833018796,0.0,0.0,1.0373780424639623,0.0,0.0132,0.9969467896317533,0.3170999999999999,0.0002611535794217296,False,,0.04168420441244053,2.99,2.0,15.950000000000003,13.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9599838374856107
t31_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,63.0,212.0,False,False,0.837,0.8255,0.03332212154649406,0.03607215125172848,0.0969195467191081,0.1003094183931713,0.0,0.0,0.8827726972305087,0.9059687004628859,0.028374355827067297,0.028374355827067297,0.0,0.0,1.034976140394597,0.0,0.0132,0.9969467896317533,0.0030450541076190683,0.00011363591487571874,False,,0.041687991741943015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23678874514676668,0.2744058180470132,0.475614712250357,0.475614712250357,0.9599803472129586
amplitude_trend,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,959.0,9591.0,False,False,0.042,0.041,0.0001451123754823494,6.383760944172284e-06,0.007201553739347139,0.006123644761722257,-0.029130697513812157,-0.07442967571644042,0.1440972222222222,0.11534455128205129,-0.019263706075112887,0.019263706075112887,0.0,0.0,0.850322719583993,0.9607995379707617,0.0188,0.8999163473270589,0.00037312079873987503,0.0036511681647978726,False,,0.04171487423991076,-0.013644471483674769,-0.014544410945192043,-0.009150716666323722,-0.008904437150474578,-0.00313289834541393,-0.003039345542455488,0.0,0.0,0.0032713219207529207,0.003113826331301411,0.008122665405487698,0.008870262576652499,0.012654301025548861,0.015309121270432274,0.9599555739565031
t24_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.807,0.7948,0.215,0.2285,0.46582399250359785,0.4759310885412971,0.0,0.0,3.0,4.0,0.028980903124835852,0.028980903124835852,0.0,0.0,1.0216972423046662,0.0,0.0122,0.9990872317135413,0.014700000000000157,0.0009097336644286801,False,,0.042090636789264536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9596094281021965
t32_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,54.0,184.0,False,False,0.846,0.8353,0.031298829274754116,0.033710451508988354,0.09161415245018185,0.09664717469979212,0.0,0.0,0.5660515108337201,0.9093653765389909,0.02632368656708702,0.02632368656708702,0.0,0.0,1.0549371697925403,0.0,0.0159,0.9733803935866902,0.0027143517018588244,0.00012577159852423882,False,,0.04234945816561125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23678874514676668,0.261022888380508,0.4524274449663668,0.475614712250357,0.9593711515520521
t47_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,3.0,False,False,0.98,0.9758,0.02,0.0245,0.1400700525437883,0.15653178661224693,0.0,0.0,1.0,2.0,0.03212678169418903,0.03212678169418903,0.0,0.0,1.1175250081540085,0.0,0.0042,1.0,0.0044999999999999485,0.006568596695250497,False,,0.042895378389439534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95886895341728
t16_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,75.0,275.0,False,False,0.802,0.7853,0.04303192749712419,0.04527100590574717,0.11155321993130304,0.11201826763560543,0.0,0.0,0.9303539882125289,1.0618125889076113,0.020071840238962028,0.020071840238962028,0.0,0.0,1.004168841594932,0.0,0.0235,0.6895221888868154,0.002917864561012083,4.907241006613114e-05,False,,0.04362091264902816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31881407581088667,0.31881407581088667,0.4882321511811627,0.5,0.9582023394507255
t37_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,60.0,136.0,False,False,0.864,0.8723,0.028329491267726995,0.025552264800316197,0.0930885978035973,0.08442609217521767,0.0,0.0,0.9093653765389909,0.7944287880612437,-0.02983422817518948,0.02983422817518948,0.0,0.0,0.9069434298756639,0.0,0.0135,0.9958399510072623,0.0028755365632201343,0.0013631513464879368,False,,0.04469737952167741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1849069760499492,0.20328482987029955,0.47585856512785324,0.45241870901797976,0.957214997952668
t25_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,5.0,False,False,0.839,0.8286,0.173,0.1869,0.4089477206663931,0.4307980370137142,0.0,0.0,2.0,4.0,0.03398967471273724,0.03398967471273724,0.0,0.0,1.053430585969918,0.0,0.0104,0.9999606948921306,0.013899999999999912,0.0006511334059245813,False,,0.045040808118661825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9569004312857919
t33_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,59.0,188.0,False,False,0.851,0.8343,0.0311060082564253,0.0335461220698742,0.09677413648832875,0.09580944334610281,0.0,0.0,1.1363077489629114,0.884980088789348,0.025214524272381113,0.025214524272381113,0.0,0.0,0.9900314983091343,0.0,0.0198,0.862418062069343,0.0036305553017800534,0.00035219263090357274,False,,0.045366716903284685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261022888380508,0.261022888380508,0.475614712250357,0.475614712250357,0.9566021031952541
t26_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.839,0.8266,0.175,0.1886,0.4177912750998392,0.4304051171355722,0.0,0.0,3.0,3.0,0.032552139813636534,0.032552139813636534,0.0,0.0,1.0301917315810114,0.0,0.0124,0.9988093234918949,0.013799999999999923,0.0011046726465192517,False,,0.046056812460155784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9559710219258192
max_return_post_headline,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,988.0,8435.0,False,False,0.0,0.0002,0.005120047278475634,0.005127950683326418,0.0017664718572681752,0.0017494958671258629,0.001297275708040437,-0.0001999400159957791,0.012449759705423329,0.013550667581002906,0.004474118743410064,0.004474118743410064,0.01723684576191922,0.01723684576191922,0.9903898887135653,1.0011138704151137,0.0187,0.903353252396301,4.526168390675921e-05,0.005708593029898807,False,,0.04611955753522809,0.0019204417622308901,0.0017935128969611153,0.002597856772994125,0.0026395938818315817,0.00385637773827566,0.003879362776375192,0.004906344064806858,0.00494574813325495,0.006142414811132095,0.006167946199296049,0.008262455780430791,0.008299618064988497,0.009902186529996734,0.01010508882039227,0.9559136838585728
t9_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.001,0.0048,44.113,44.472,13.049694461002739,12.56386091375203,0.0,0.0,50.0,50.0,0.027510222639525975,0.027510222639525975,0.0,0.0,0.9627705040372003,0.0,0.0186,0.9067297633296667,0.371,0.001201218362485986,False,,0.047311441002011956,2.0,2.0,7.0,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9548258147960774
min_return_post_headline,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,984.0,8411.0,False,False,0.0,0.0005,-0.004947094270008517,-0.00493426257913815,0.0017116675493139093,0.0017375767112793768,-0.011205032325486293,-0.015024704900426514,-0.0005797101393264084,9.923588271075733e-05,0.007496602285890278,0.007496602285890278,0.018580570134967632,0.018580570134967632,1.0151367950865902,0.9655604582750594,0.0126,0.9984667423255065,4.3048541601534324e-05,0.009203122523089982,False,,0.047880294943947896,-0.009795280920174749,-0.009809969761241042,-0.00810295815016018,-0.008140865229824164,-0.005978467611658049,-0.0059360543201014745,-0.004789702676827556,-0.004746835396095514,-0.0036713650630237882,-0.0037084073249890595,-0.002509221393421974,-0.002454733161227007,-0.0016680700707094973,-0.0015817810797775082,0.9543074765553168
t47_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,21.0,54.0,False,False,0.98,0.9758,0.0038572074074376987,0.004653163338335308,0.03137792813684679,0.03548315523091252,0.0,0.0,0.45241870901797976,0.5,0.025366745930479686,0.025366745930479686,0.0,0.0,1.130831681270701,0.0,0.0042,1.0,0.0007959559308976002,0.019225870089061323,False,,0.04879261601954101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13683694266910823,0.19346965490868323,0.9534773459745335
t37_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.864,0.8723,0.153,0.1367,0.40713235778645346,0.3696305894772072,0.0,0.0,3.0,3.0,-0.04003612016637977,0.04003612016637977,0.0,0.0,0.9078880182502608,0.0,0.0083,0.999999947296779,0.01629999999999998,0.0006020135692612066,False,,0.04893813373564098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.9533450713996308
t3_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,69.0,253.0,False,False,0.782,0.7965,0.046610732762406695,0.0434482510436071,0.11174012862902377,0.10924516338632377,0.0,0.0,0.846023822591216,1.017533780537101,-0.028302112746538058,0.028302112746538058,0.0,0.0,0.9776717167387471,0.0,0.0195,0.8742385219329499,0.0036985840261510197,0.001541047807929274,False,,0.04934316055446733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32005972005478395,0.31881407581088667,0.47585856512785324,0.5,0.9529770980463677
t19_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.809,0.7954,0.212,0.2282,0.4618108587606719,0.4753391996621713,0.0,0.0,3.0,4.0,0.035079296410308915,0.035079296410308915,0.0,0.0,1.0292941160733533,0.0,0.0136,0.995409687695639,0.018000000000000016,0.001152595980969202,False,,0.04983189239127812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.952533455353721
high_low_range_mean_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,599.0,1435.0,False,False,0.0,0.0,0.003930320000000001,0.00392725,0.0008915884855849298,0.0009067607506977241,0.0019999999999999575,0.0019599999999999618,0.006740000000000057,0.008020000000000027,-0.003443292557264771,0.003443292557264771,-4.405646919619174e-14,4.405646919619174e-14,1.0170171153408551,1.015873015066801,0.0314,0.3259798407883925,3.563000000000298e-05,0.015634429731474348,False,,0.050477722288783174,0.0022197999999999337,0.0022800000000000155,0.002578999999999985,0.0026199999999999323,0.003279999999999994,0.0032399999999999985,0.003860000000000019,0.0038599999999999633,0.0045399999999999885,0.004520000000000035,0.0054799999999999745,0.005540000000000012,0.006140200000000034,0.00628000000000002,0.9519478412366498
t9_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,194.0,733.0,False,False,0.771,0.7896,0.046706908012664326,0.0428479058681555,0.12974001179960165,0.12069661489581882,0.0,0.0,1.3334727972270923,1.3929907614774313,-0.02974411741568019,0.02974411741568019,0.0,0.0,0.930296006765579,0.0,0.0203,0.8417341030702168,0.003936376919393719,0.0004901600558109644,False,,0.050534277471491154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30633445280095645,0.28954797377150704,0.6515179576006558,0.6197097430260416,0.9518965934237567
t9_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.771,0.7896,0.251,0.2365,0.48397648004136856,0.4862009760777059,0.0,0.0,3.0,4.0,-0.029960133597257962,0.029960133597257962,0.0,0.0,1.0045962895451916,0.0,0.0186,0.9067297633296667,0.022699999999999942,0.0020364751362114985,False,,0.05059660873346946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9518401179740477
t31_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,4.0,False,False,0.837,0.8255,0.177,0.1931,0.41694705280748157,0.44275500358473635,0.0,0.0,2.0,3.0,0.03861401559635271,0.03861401559635271,0.0,0.0,1.0618974294275905,0.0,0.0115,0.9996790689075108,0.016099999999999892,0.00075283173690902,False,,0.05086684733326173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9515953448694816
vol_during_headline_candles,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,9999.0,False,False,0.0,0.0002,0.0026428436332614157,0.002639513157319406,0.0007142731088122944,0.0007031577043183209,0.0006784950571324293,0.0,0.0053010073107262546,0.006422629921957629,-0.0046627485989003915,0.0046627485989003915,0.011298622194290595,0.011298622194290595,0.9844381577000785,0.9888134785766554,0.0211,0.8064007356762743,2.667519608353907e-05,0.014165385940768022,False,,0.05122675673395901,0.0011819829064271467,0.0013010893968889278,0.001580746793197549,0.0016062723082009255,0.0021470459646990288,0.002124399972690645,0.002571037643079514,0.0025820261261085935,0.0031195966729910046,0.003086071222637837,0.0038608210044234125,0.0038836617062559813,0.0044299602626884415,0.004469782247619774,0.9512695463601833
t33_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.004,0.004,46.049,45.7056,10.970366810091079,11.27998459419358,0.0,0.0,50.0,50.0,-0.031302508470737296,0.031302508470737296,0.0,0.0,1.0282231022409087,0.0,0.0197,0.8664095603315267,0.3481999999999999,0.00024257801842579411,False,,0.051245086489163094,2.99,2.0,14.0,14.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9512529598018802
garman_klass_vol_w50,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,5.927093108750283e-06,5.9142634956821306e-06,2.0600247613829814e-06,2.0879971841671e-06,2.4557030919788486e-06,2.306074635574543e-06,1.1650243058564022e-05,1.264554931338787e-05,-0.006227889625777822,0.006227889625777822,-0.017005655202299335,0.017005655202299335,1.0135781907724009,1.0003441742598944,0.0214,0.7925450729320566,4.864727097839215e-08,0.006766097607116035,False,,0.051399642435193196,2.6880340094837904e-06,2.67816921877154e-06,3.0314298336233023e-06,2.986388752012336e-06,4.0988297276122875e-06,4.108048277030962e-06,5.774574958786322e-06,5.715612832858443e-06,7.566035678856723e-06,7.576448551661742e-06,9.431315416859322e-06,9.483892375450707e-06,1.0195657348743982e-05,1.0385796713017655e-05,0.9511131254371132
atr_w50,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,983.0,8010.0,False,False,0.0,0.0,0.0039545,0.003946363469387755,0.000720631208308927,0.0007214481033468415,0.00255714285714285,0.002448979591836757,0.006040816326530626,0.00587959183673469,-0.011290838513707506,0.011290838513707506,-0.007553503980370614,0.007553503980370614,1.0011335812650939,0.9937054125272033,0.0196,0.8703500666657529,1.5157755102041039e-05,0.013069686107468833,False,,0.05151402860154695,0.0026816122448979516,0.0026693877551020348,0.0028530612244897966,0.002834693877551014,0.003327551020408167,0.0033326530612244913,0.003954081632653073,0.003944897959183671,0.0045433673469387785,0.004540816326530607,0.005089897959183668,0.005098061224489811,0.005357163265306112,0.005383734693877553,0.9510096611168777
t11_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.009,0.0044,44.921,44.5449,12.285018546208251,12.49812003024571,0.0,0.0,50.0,50.0,-0.030614524396957703,0.030614524396957703,0.0,0.0,1.0173464519597502,0.0,0.0206,0.8287834845520787,0.4154999999999999,0.00032818845016961695,False,,0.05154271284712732,1.0,2.0,10.950000000000003,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9509837192370706
t11_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.807,0.7926,0.216,0.2329,0.46857610221133084,0.4834055834346657,0.0,0.0,3.0,4.0,0.03606671343290556,0.03606671343290556,0.0,0.0,1.0316479674322252,0.0,0.0144,0.9906428401381207,0.017299999999999982,0.0012814451417241612,False,,0.05174815857462972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9507979565709334
return_positive_ratio_w10,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,10.0,10.0,False,False,0.002,0.0031,0.497,0.49957777777777773,0.18039418111207914,0.17271353513475457,0.0,0.0,1.0,1.0,0.01428969472225863,0.01428969472225863,0.0,0.0,0.9574229837629297,0.9999999999970001,0.0248,0.6234806865974026,0.008733333333333338,0.013071087469979275,False,,0.05216078219223791,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.9504250841933513
t20_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,5.0,False,False,0.804,0.7923,0.214,0.2323,0.4521154812748712,0.4812066769971077,0.0,0.0,2.0,4.0,0.04047638437055364,0.04047638437055364,0.0,0.0,1.0643446131044685,0.0,0.0117,0.99955876222859,0.018300000000000094,0.0006769881972640337,False,,0.05285337256781768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9497998734250023
high_low_range_mean_w20,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,901.0,5000.0,False,False,0.0,0.0,0.003929129999999999,0.003926732,0.0007521009566201528,0.0007535432322808638,0.002324999999999988,0.0022699999999999886,0.005965000000000026,0.006579999999999986,-0.0031884017374312606,0.0031884017374312606,-0.018404907960419176,0.018404907960419176,1.0019176609816782,0.9734151321280899,0.0219,0.7688473742430679,1.671499999999972e-05,0.009711410165557842,False,,0.05320471986340827,0.0025498499999999967,0.0025649500000000007,0.002795000000000025,0.0027799999999999986,0.0032887500000000026,0.0033149999999999903,0.0039275000000000004,0.003904999999999983,0.00451125,0.0045049999999999925,0.005165499999999975,0.005169999999999985,0.005560149999999976,0.005595050000000012,0.94948302180956
trend_consistency_w10,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,9.0,9.0,False,False,0.004,0.0044,0.499,0.4926,0.18123008675257082,0.17988288074488498,0.0,0.0,1.0,1.0,-0.03531422466680421,0.03531422466680421,0.0,0.0,0.9925663225526249,0.9999999999960001,0.017,0.9520496717965611,0.006400000000000015,0.0020984020783506824,False,,0.05441262674515489,0.125,0.125,0.25,0.25,0.375,0.375,0.5,0.5,0.625,0.625,0.75,0.75,0.875,0.875,0.948395319474578
t16_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.802,0.7853,0.225,0.2424,0.4822941090326603,0.49605125409041,0.0,0.0,3.0,4.0,0.036077571079736366,0.036077571079736366,0.0,0.0,1.0285243895769616,0.0,0.0167,0.9586575829405464,0.018400000000000083,0.0016566285830164557,False,,0.05443419966275282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9483759160314006
t12_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,70.0,271.0,False,False,0.789,0.7921,0.04676498576682603,0.04322880278981168,0.11319468862078484,0.108500518054548,0.0,0.0,0.7875787320357994,0.9524187090179798,-0.031239831303655312,0.031239831303655312,0.0,0.0,0.9585301163474075,0.0,0.0187,0.903353252396301,0.003793077637887664,0.004648705154608711,False,,0.054588536458264024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035886843777376,0.30505072233921676,0.47585856512785324,0.5,0.9482371232276101
t44_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,21.0,52.0,False,False,0.978,0.9751,0.004275772187247464,0.0045861658776266065,0.03559816915261401,0.034674551129693996,0.0,0.0,0.5,0.5001032901257546,0.008719372309281551,0.008719372309281551,0.0,0.0,0.9740543391449601,0.0,0.0041,1.0,0.0007318873484302207,0.042316013313338265,False,,0.05513538562261982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13665292629739165,0.1933705117272506,0.9477456766459545
return_std_w50,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.0026763111779468424,0.002662758663552664,0.0005484964164727134,0.0005431604387309791,0.0014564985103599935,0.0013794946741880673,0.004440303149990596,0.004515573414843804,-0.02470848297719741,0.02470848297719741,0.005866725756895573,0.005866725756895573,0.9902716251706425,0.9954192139997821,0.0199,0.8583766514296634,1.7140636483562306e-05,0.004853454022443577,False,,0.05532866275653656,0.0016817355622132208,0.0016488301617295256,0.0018702822492805478,0.0018328212711036622,0.002251500951793709,0.0022283144550563094,0.0026365075708099524,0.002641372454474874,0.003080734132386253,0.003053749096899698,0.003614079443703969,0.0035846618125533556,0.0038924223209890465,0.003892878266836177,0.9475721026926179
realized_vol_w50,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.018924377824915694,0.01882854707661317,0.003878455355443764,0.0038407242949893556,0.010298999734636563,0.009754500387291094,0.03139768467882338,0.031929925825817496,-0.024708483015875537,0.024708483015875537,0.005866725762969564,0.005866725762969564,0.9902716267207456,0.9954192150304282,0.0199,0.8583766514296634,0.00012120260291380441,0.004853454022443577,False,,0.055328662801288675,0.011891666202035394,0.011658989883838596,0.013224892611991043,0.012960003495003473,0.015920515908612976,0.015756562617863228,0.01864292381969389,0.018677323741985385,0.021784079960431746,0.021593266944600724,0.025555400823899822,0.025347386759169387,0.027523582184132353,0.027526806208135954,0.9475721026524352
t16_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.007,0.0048,44.709,44.3228,12.546462957054182,12.73378243419873,0.0,0.0,50.0,50.0,-0.030781583727773464,0.030781583727773464,0.0,0.0,1.014930062582954,0.0,0.0242,0.6539775836971018,0.4043999999999999,0.000355256305947735,False,,0.0553368400337212,1.0,2.0,10.950000000000003,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9475647604304678
trend_consistency_w50,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,23.0,28.0,False,False,0.0,0.0,0.49091666666666667,0.49310625,0.0756772062086038,0.07504657928661065,0.25,0.22916666666666666,0.7291666666666666,0.7916666666666666,0.0289331945905726,0.0289331945905726,0.0,0.0,0.9916668841969867,0.9999999999903999,0.0227,0.7296903067826512,0.002281249999999999,0.00497406632385529,False,,0.05660726091442789,0.3125,0.3125,0.375,0.375,0.4375,0.4375,0.5,0.5,0.5416666666666666,0.5416666666666666,0.625,0.625,0.6666666666666666,0.6666666666666666,0.9464254477435279
